artist_name,album_name,genre,label,review_date,reviewer,score
Man Man,The Man in a Blue Turban With a Face,Experimental / Rock,Ace Fu,"December 8, 2004",Nick Sylvester,8.0
Dengue Fever,Dengue Fever,Rock,Web of Mimicry,"July 21, 2003",Andrew Bryant,7.9
Sebastian Rochford,A Short Diary,Jazz / Experimental / Folk/Country,ECM,"January 19, 2023",Hugh Morris,6.8
Conway the Machine,La Maquina,Rap,Griselda / Drumwork Music Group / Empire,"April 21, 2021",Dylan Green,7.5
No artist found,Red Hot + Rio 2,Not found,E1,"July 14, 2011",Joe Tangari,7.2
No artist found,You Don't Need Darkness to Do What You Think Is Right,Not found,Geographic,"July 1, 2002",Jason Nickey,6.0
The Temper Trap,Thick as Thieves,Electronic / Rock,Glassnote,"June 14, 2016",Katherine St. Asaph,5.7
Bell Witch,Longing,Metal,Profound Lore,"December 13, 2012",Andy O'Connor,8.0
Vito Ricci,I Was Crossing a Bridge,Experimental,Music From Memory,"May 19, 2015",Philip Sherburne,6.8
Aimee Mann,"Bachelor No. 2 or, the Last Remains of the Dodo",Rock,Superego,"November 17, 2019",Judy Berman,9.0
Pinkish Black,Pinkish Black,Rock,Handmade Birds,"May 21, 2012",Grayson Haver Currin,7.0
Bob Dylan,Time Out of Mind,Rock,Columbia,"May 13, 2018",Grayson Haver Currin,9.4
Jessica Lea Mayfield,Make My Head Sing...,Rock,ATO,"April 16, 2014",Stephen M. Deusner,6.9
Action Bronson,Rare Chandeliers,Rap,Vice,"November 19, 2012",Jordan Sargent,7.2
Jónsi,Go,Rock,XL,"April 5, 2010",Ryan Dombal,8.1
Money Mark,Brand New By Tomorrow,Electronic / Jazz / Pop/R&B,Brushfire,"March 6, 2007",Mark Richardson,6.2
Eminem,Revival,Rap,Aftermath,"December 19, 2017",Matthew Ismael Ruiz,5.0
Earthless,From the Ages,Metal / Rock,Tee Pee,"October 22, 2013",Grayson Haver Currin,7.2
Rhye,Woman,Pop/R&B,Republic / Innovative Leisure / Loma Vista,"March 5, 2013",Miles Raymer,8.5
Yeat,2093,Rap,Field Trip / Capitol,"February 27, 2024",Alphonse Pierre,5.8
Looper,These Things,Electronic,Mute,"April 28, 2015",Douglas Wolk,5.8
Sinden,Free Gucci II: The Burrrtish Edition,Electronic / Rap,Mad Decent / Sinden,"February 14, 2011",Paul Thompson,5.8
Gillian Welch,Time (The Revelator),Folk/Country,Acony,"September 17, 2023",Jill Mapes,9.6
Idjut Boys,Cellar Door,Electronic,Smalltown Supersound,"July 27, 2012",Andrew Gaerig,7.3
Clark,The Last Panthers,Electronic,Warp,"March 14, 2016",Benjamin Scheim,7.1
At the Gates,At War With Reality,Metal,Century Media,"December 3, 2014",Jason Heller,6.9
The Faint,Danse Macabre,Rock,Saddle Creek,"July 31, 2001",No reviewer found,7.8
My Way My Love,Hypnotic Suggestion:01,Rock,File-13,"April 13, 2005",Nick Sylvester,6.5
Hinako Omori,a journey…,Electronic / Experimental,Houndstooth,"March 22, 2022",Emma Madden,7.5
Phil Ochs,I Ain’t Marching Anymore,Folk/Country,Elektra,"January 22, 2017",Stacey Anderson,8.5
British Sea Power,The Decline of British Sea Power,Rock,Rough Trade,"October 2, 2003",Amanda Petrusich,7.7
WHY?,Sanddollars EP,Rap / Rock,Anticon,"May 23, 2005",Cameron Macdonald,6.6
Future,Future Hndrxx Presents: The WIZRD,Rap,Epic / Freebandz,"January 24, 2019",Jayson Greene,7.0
Krallice,Dimensional Bleedthrough,Metal,Profound Lore,"January 21, 2010",Grayson Haver Currin,8.0
Heaven in Her Arms,White Halo,Metal,Translation Loss,"July 10, 2017",Andy O'Connor,7.7
Chastity,Home Made Satan,Rock,Dine Alone / Captured Tracks,"September 20, 2019",Ian Cohen,6.4
Efdemin,Chicago,Electronic,Dial,"June 25, 2010",Andrew Gaerig,6.5
Clinic,Wheeltappers and Shunters,Electronic / Experimental / Rock,Domino,"May 13, 2019",Zach Schonfeld,6.9
Maxwell,Maxwell’s Urban Hang Suite,Pop/R&B,Columbia,"September 30, 2018",Jason King,9.0
Objekt,Cocoon Crush,Electronic,Pan,"November 17, 2018",Philip Sherburne,8.0
Sade,Lovers Rock,Pop/R&B,Epic,"October 9, 2020",Rawiya Kameir,8.7
Adam Green,Minor Love,Rock,Fat Possum,"February 24, 2010",Zach Kelly,5.7
Sonic Youth,"Experimental Jet Set, Trash and No Star",Rock,Geffen,"May 9, 2019",Steve Kandell,6.8
Bruces,The War of The Bruces,Not found,Misra,"January 16, 2003",Brian James,8.2
Lil Peep,DIAMONDS,Rap,AWAL,"September 21, 2023",Nadine Smith,7.4
Jay Arner,Jay II,Not found,Mint,"June 27, 2016",Raymond Cummings,7.0
Ganglians,Still Living,Experimental / Pop/R&B,Lefse / Souterrain Transmissions,"August 25, 2011",Paul Thompson,6.9
Kanye West,The College Dropout,Rap,Roc-A-Fella,"February 20, 2004",Rob  Mitchum,8.2
No artist found,No album name found,Pop/R&B,Not found,"September 11, 2015",Stephen Thomas Erlewine,8.5
Godspeed You! Black Emperor,F♯ A♯ ∞,Rock / Experimental,Constellation / Kranky,"March 1, 2020",Mark Richardson,9.5
Elucid,Shit Don’t Rhyme No More,Rap,self-released,"March 8, 2018",Paul A. Thompson,7.7
RAMZi,"Phobiza ""Noite"" Vol. 2",Electronic,Mood Hut,"February 7, 2017",Andy Beta,7.6
Thou,Heathen,Metal,Gilead Media / Vendetta / Howling Mine,"March 11, 2014",Kim Kelly,8.4
Bjørn Torske,Feil Knapp,Electronic,Smalltown Supersound,"July 26, 2007",Mark Richardson,7.9
Twin Shadow,Confess,Rock,4AD,"July 6, 2012",Ian Cohen,8.6
The Weeknd,Trilogy,Pop/R&B,Universal Republic,"November 13, 2012",Ian Cohen,8.5
The Ex,Dizzy Spells,Experimental / Metal / Rock,Touch and Go,"April 24, 2001",No reviewer found,8.5
Wax Idols,American Tragic,Rock,Collect,"October 20, 2015",T. Cole Rachel,7.6
Julia Holter,In the Same Room,Experimental,Domino Documents,"April 3, 2017",Sam Lefebvre,7.6
Mozzy,Fake Famous,Rap,Mozzy / Empire,"February 4, 2017",Matthew Strauss,7.1
Boogarins,Sombrou Dúvida,Not found,OAR,"May 17, 2019",Linnie Greene,6.6
Chief Keef,4Nem,Rap,Glo Gang / RBC,"January 6, 2022",Alphonse Pierre,8.0
Richie Hawtin,DE9: Closer to the Edit,Electronic,Novamute,"October 1, 2001",Paul Cooper,7.9
A Tribe Called Quest,People's Instinctive Travels and the Paths of Rhythm,Rap,Legacy,"November 13, 2015",kris ex,10
The Joy Formidable,AAARTH,Rock,Seradom Records,"October 8, 2018",Stuart Berman,6.9
No artist found,No album name found,Electronic,Not found,"April 18, 2022",Philip Sherburne,8.3
Lucy Liyou,Dog Dreams (개꿈),Electronic / Experimental,American Dreams,"May 16, 2023",Grace Byron,7.6
Doug Paisley,Constant Companion,Folk/Country,No Quarter,"January 21, 2011",Stephen M. Deusner,7.5
The War on Drugs,Lost in the Dream,Rock,Secretly Canadian,"March 18, 2014",Stuart Berman,8.8
Manchester Orchestra,A Black Mile to the Surface,Rock,Loma Vista,"August 7, 2017",Ian Cohen,7.0
Haywood,"We Are Amateurs, You and I",Rock,Self-Starter Foundation,"January 7, 2002",Brad Haywood,8.2
Elliphant,One More EP,Electronic / Pop/R&B,Kemosabe,"October 27, 2014",Eric Torres,5.5
Max Tundra,Mastered by Guy at the Exchange,Electronic / Folk/Country,Tigerbeat6,"September 9, 2002",Chris Dahlen,9.3
Mount Eerie,Song Islands Vol. 2,Rock,P.W. Elverum & Sun,"October 27, 2010",Paul Thompson,5.6
No artist found,No album name found,Rock,Not found,"October 29, 2014",Brandon Stosuy,8.5
Lil Peep,Hellboy,Rap,self-released,"November 18, 2018",Matthew Strauss,8.5
My Brightest Diamond,Bring Me the Workhorse,Rock,Asthmatic Kitty,"August 22, 2006",John Motley,8.1
Sarah Mary Chadwick,Please Daddy,Folk/Country,Sinderlyn,"January 23, 2020",Colin Joyce,7.4
Sparks,Exotic Creatures of the Deep,Electronic / Experimental / Rock,Lil' Beethoven,"January 19, 2009",Douglas Wolk,4.4
The Bug,Pressure,Electronic,Tigerbeat6,"October 14, 2003",Scott Plagenhoef,7.2
Chucky73,Sie7etr3 EP,Rap,Sie7tr3 the Label / Caroline,"April 29, 2020",Matthew Ismael Ruiz,7.2
Wreck and Reference,Indifferent Rivers Romance End,Metal,The Flenser,"July 20, 2016",Andy O'Connor,8.0
Ka,Grief Pedigree,Rap,Iron Works,"March 30, 2012",Nate Patrin,7.7
Tall Dwarfs,Unravelled: 1981-2002,Rock,Merge,"August 20, 2022",Louis Pattison,7.4
Jens Lekman,Life Will See You Now,Rock,Secretly Canadian,"February 22, 2017",Matthew Ismael Ruiz,8.0
Max Tundra,Some Best Friend You Turned Out to Be,Electronic / Folk/Country,Domino,"December 12, 2000",Matt LeMay,9.2
These Are Powers,Taro Tarot EP,Experimental / Rock,HOSS,"May 16, 2008",Adam Moerder,6.8
Santigold,I Don’t Want: The Gold Fire Sessions,Pop/R&B,Downtown,"July 30, 2018",Karas Lamb,7.4
Algiers,Algiers,Rock,Matador,"June 1, 2015",Stuart Berman,7.7
Yume Bitsu,The Golden Vessyl of Sound,Rock,K,"October 3, 2002",Mark Richardson,8.5
Low,Double Negative,Rock,Sub Pop,"September 14, 2018",Rich Juzwiak,8.7
The Nels Cline Singers,Draw Breath,Experimental / Jazz,Cryptogramophone,"October 19, 2007",Aaron Leitko,7.2
Interpol,The Black EP,Rock,Labels,"August 17, 2003",No reviewer found,3.5
Frankie Sparo,Welcome Crummy Mystics,Experimental,Constellation,"July 15, 2003",Mark Richardson,7.5
Knxwledge,Hud Dreems,Rap,Stones Throw,"May 13, 2015",Marcus J. Moore,7.2
Daphni,Jiaolong,Electronic,Jiaolong,"October 16, 2012",Andrew Gaerig,7.5
JoJo,Mad Love.,Pop/R&B,Atlantic,"October 27, 2016",Vanessa  Okoth-Obbo,7.0
Hanoi Janes,Year of Panic,Rock,Captured Tracks,"June 7, 2010",Jayson Greene,7.9
Cake Pop,Cake Pop 2,Experimental / Pop/R&B,Mad Decent,"May 6, 2021",Julia Gray,6.7
Fennesz,Venice,Experimental,Touch,"March 31, 2004",Mark Richardson,8.6
rRoxymore,Face to Phase,Electronic,Don't Be Afraid,"September 30, 2019",Philip Sherburne,7.7
How to Dress Well,Care,Pop/R&B,Domino / Weird World,"September 26, 2016",Jonah Bromwich,6.8
Injury Reserve,Injury Reserve,Rap,Loma Vista,"May 22, 2019",Sheldon Pearce,6.8
Shooting at Unarmed Men,Yes! Tinnitus!,Metal / Rock,Too Pure,"May 15, 2006",Stuart Berman,6.1
Husky Rescue,Ghost Is Not Real,Electronic,Catskills,"January 31, 2007",Eric Harvey,6.9
Swervedriver,Juggernaut Rides,Rock,Castle,"April 17, 2005",David Raposa,8.4
Babyshambles,Oh What a Lovely Tour!,Electronic / Rock,Parlophone,"July 14, 2008",Scott Plagenhoef,5.8
Yoko Ono Plastic Ono Band,Between My Head and the Sky,Experimental / Rock,Chimera,"September 23, 2009",Stuart Berman,7.3
Xiu Xiu,Life and Live,Experimental / Rock,Xeng,"December 11, 2005",Brian Howe,7.7
The Shacks,Haze,Rock,Big Crown,"April 4, 2018",Margaret Farrell,6.1
Declan McKenna,What Do You Think About the Car?,Rock,Columbia,"August 1, 2017",Marc Hogan,5.9
Howe Gelb,'Sno Angel Like You,Rock,Thrill Jockey,"March 28, 2006",No reviewer found,8.3
Archer Prewitt,White Sky,Rock,Carrot Top,"October 12, 1999",Ryan Schreiber,8.6
Guided by Voices,Let's Go Eat the Factory,Rock,Fire / Guided by Voices Inc.,"January 4, 2012",Paul Thompson,6.9
Ben Kweller,Changing Horses,Rock,ATO,"February 5, 2009",Joshua Love,5.3
Paper Route Gangstaz,Diplo & Benzi Present: Fear & Loathing in Hunts Vegas,Rap,Paper Route Empire,"January 7, 2009",Tom Breihan,7.8
Gang of Four,Return the Gift,Rock,V2,"October 12, 2005",Joe Tangari,6.0
Dream Unending,Tide Turns Eternal,Metal,20 Buck Spin,"December 6, 2021",Sam Goldner,7.8
Juicy J,Blue Dream & Lean,Rap,self-released,"January 17, 2012",Jordan Sargent,5.7
Extra Golden,Hera Ma Nono,Global,Thrill Jockey,"November 7, 2007",Joshua Klein,7.4
Pissed Jeans,Hope for Men,Rock,Sub Pop,"June 7, 2007",Jess Harvell,8.1
Femi Kuti,The Best of Femi Kuti,Global,Wrasse,"July 12, 2005",Joe Tangari,7.9
Coliseum,House With a Curse,Rock,Temporary Residence Ltd.,"August 12, 2010",Jason Crock,6.7
Margaux,More Brilliant Is the Hand that Throws the Coin,Folk/Country,Massif,"November 21, 2019",Sophie Kemp,7.8
Miracle Fortress,Five Roses,Rock,Secret City,"June 5, 2007",Marc Hogan,6.3
Fan Club Orchestra,Sun Papa and the Fan Club Orchestra Vol. 1 and Vol. 2,Electronic,Sonig,"August 20, 2002",Mark Richardson,7.1
The Besnard Lakes,A Coliseum Complex Museum,Rock,Jagjaguwar,"January 18, 2016",Evan Rytlewski,6.5
Wu-Tang Clan,Enter the Wu-Tang (36 Chambers),Rap,Loud / RCA,"October 9, 2022",Dylan Green,10
Pinegrove,Elsewhere,Rock,self-released,"January 27, 2017",Sam Sodomsky,7.5
Levon Vincent,Levon Vincent,Electronic,Novel Sound,"March 3, 2015",Philip Sherburne,8.3
2 Chainz,Trap-A-Velli Tre,Rap,self-released,"August 19, 2015",Sheldon Pearce,6.6
Eartheater,IRISIRI,Experimental,Pan,"June 13, 2018",Sasha Geffen,7.4
Georgia Maq,Pleaser,Rock,Run for Cover,"December 11, 2019",Sasha Geffen,6.1
Sannhet,So Numb,Metal,Profound Lore,"August 24, 2017",Andy O'Connor,8.0
True Love Always,Clouds,Pop/R&B,Teenbeat,"March 31, 2003",Joe Tangari,6.9
Slauson Malone 1,"A Quiet Farwell, Twenty Sixteen to Twenty Eighteen",Rap / Experimental,Grand Closing,"April 25, 2019",Alphonse Pierre,7.8
Róisín Murphy,Overpowered,Pop/R&B / Electronic,EMI,"October 18, 2007",No reviewer found,8.0
Charli XCX,Vroom Vroom EP,Pop/R&B,Vroom Vroom Recordings,"March 23, 2016",Laura Snapes,4.5
Gogol Bordello,Gypsy Punks: Underdog World Strike,Rock,SideOneDummy,"September 6, 2005",Pitchfork,7.8
Sufjan Stevens,The Ascension,Folk/Country,Asthmatic Kitty,"September 25, 2020",Sam Sodomsky,7.0
Dosh,Wolves and Wishes,Electronic / Rap,Unknown,"June 25, 2008",No reviewer found,7.7
Dosh,Milk Money,Electronic / Rap,Graveface,"October 25, 2013",Grayson Haver Currin,6.6
Space Dimension Controller,Love Beyond the Intersect,Not found,R&S,"November 26, 2019",Philip Sherburne,6.2
David Holmes,The Dogs Are Parading,Electronic,Interscope,"May 6, 2010",Stuart Berman,7.7
SOB X RBE,Gangin,Rap,SOB X RBE / Empire,"February 26, 2018",Paul A. Thompson,8.3
Josiah Wolf,Jet Lag,Rock,Anticon,"March 5, 2010",Larry Fitzmaurice,5.6
Bosque Brown,Baby,Folk/Country,Burnt Toast Vinyl,"April 1, 2009",Matthew Perpetua,4.6
Sons and Daughters,This Gift,Rock,Domino,"February 18, 2008",Joe Tangari,7.7
Kari Faux,Lowkey Superstar Deluxe,Rap,Don Giovanni,"September 28, 2021",Stephen Kearse,7.5
Devendra Banhart,Rejoicing in the Hands,Folk/Country / Experimental,Young God,"March 16, 2004",Dominique Leone,8.4
Say Sue Me,The Last Thing Left,Rock,Damnably,"May 13, 2022",Shy Thompson,7.3
The Cure,Wish,Rock,Fiction / Elektra,"May 29, 2022",Sam Sodomsky,8.4
My Robot Friend,Dial 0,Electronic,Soma,"August 8, 2006",Matthew Murphy,6.7
Bambi Molesters,Sonic Bullets: 13 from the Hip,Rock,Dancing Bear,"April 24, 2002",Joe Tangari,7.9
Westside Gunn,Peace “Fly” God,Rap,Griselda,"July 14, 2022",Dean Van Nguyen,7.2
Angel Olsen,Burn Your Fire for No Witness,Rock,Jagjaguwar,"February 17, 2014",Lindsay Zoladz,8.3
Wilco,Summerteeth (Deluxe Edition),Rock,Rhino,"November 6, 2020",Stephen M. Deusner,9.0
Szun Waves,Earth Patterns,Experimental / Jazz,The Leaf Label,"August 26, 2022",Brian Coney,7.0
Lykke Li,Youth Novels,Pop/R&B,LL,"June 3, 2008",Tom Ewing,7.8
Library Tapes,Höstluft,Electronic / Rock,Make Mine,"September 25, 2007",Brian Howe,7.4
The New Pornographers,Together,Rock,Matador,"May 5, 2010",Matthew Perpetua,7.3
David S. Ware Quartet,Corridors and Parallels,Experimental / Jazz,AUM Fidelity,"October 10, 2001",Christopher Dare,6.2
Breton,Other People’s Problems,Electronic / Rock,FatCat,"April 4, 2012",Laura Snapes,4.9
The Gourds,Noble Creatures,Rock,Yep Roc,"July 26, 2007",Stephen M. Deusner,7.1
Roots Manuva Meets Wrongtom,Duppy Writer,Not found,Big Dada,"October 12, 2010",Jess Harvell,7.0
Richard Swift,The Hex,Rock,Secretly Canadian,"September 26, 2018",Sam Sodomsky,8.0
Sharon Jones and the Dap-Kings,Soul of a Woman,Pop/R&B,Daptone,"November 24, 2017",Stephen M. Deusner,8.0
The Russian Futurists,Me Myself and Rye,Rock,V2 / Memphis Industries,"June 6, 2006",Marc Hogan,8.1
Fever Ray,Live at Troxy,Electronic,Mute / Rabid,"August 7, 2019",Sasha Geffen,7.5
Odawas,The Blue Depths,Not found,Jagjaguwar,"February 26, 2009",Matthew Murphy,7.7
Jurassic 5,Feedback,Rap,Interscope,"July 28, 2006",Tom Breihan,4.1
Svarte Greiner,Penpals Forever (and Ever),Electronic,Digitalis,"November 4, 2010",Brian Howe,7.4
John Cale,Black Acetate,Rock,Astralwerks,"January 22, 2006",Matthew Murphy,4.4
Skeletons,Money,Jazz / Pop/R&B,Tomlab,"March 24, 2009",Andrew Gaerig,5.9
Dean Wareham,Emancipated Hearts EP,Pop/R&B,Sonic Cathedral,"October 14, 2013",Jeremy D. Larson,7.8
Coldplay,Mylo Xyloto,Rock,Parlophone,"October 26, 2011",Ian Cohen,7.0
Interpol,The Other Side of Make-Believe,Rock,Matador,"July 19, 2022",Ian Cohen,6.2
Old Time Relijun,2012,Experimental / Rock,K,"September 21, 2005",Jason Crock,7.7
Neil Young,Le Noise,Rock,Reprise,"October 1, 2010",Joshua Klein,7.6
Strategy,Music for Lamping,Electronic / Experimental,Audio Dregs,"April 10, 2008",No reviewer found,7.5
TOKiMONSTA,Lune Rouge,Electronic,Young Art,"October 17, 2017",Thea Ballard,6.8
Big Baby Scumbag,Big Baby Earnhardt,Rap,self-released,"January 28, 2020",Nadine Smith,7.1
Medhane,"Ba Suba, Ak Jamm EP",Rap,Grand Closing,"August 6, 2018",Dean Van Nguyen,7.3
YNW Melly,Melly vs. Melvin,Rap,300 Entertainment,"December 10, 2019",Evan Rytlewski,4.8
Future,FUTURE,Rap,Epic / A1 / Freebandz,"February 23, 2017",Sheldon Pearce,7.3
Jim O’Rourke,Bad Timing,Experimental,Drag City,"February 12, 2017",Mark Richardson,9.1
Rainbow Arabia,Kabukimono,Pop/R&B,Manimal Vinyl,"August 4, 2009",Zach Kelly,6.6
Sevdaliza,Shabrang,Pop/R&B,Twisted Elegance,"August 28, 2020",Colin Lodewick,7.8
Discovery,LP,Rock,XL,"July 9, 2009",Scott Plagenhoef,6.8
Auscultation,III,Electronic,100% Silk,"May 13, 2020",Philip Sherburne,8.0
Alaska in Winter,Holiday,Electronic,Milan,"December 8, 2008",Brian Howe,7.8
Bruce Springsteen,The Ties That Bind: The River Collection,Rock,Columbia,"December 7, 2015",Stephen Thomas Erlewine,8.7
13 & God,Own Your Ghost,Experimental / Rap,Anticon / Alien Transistor,"May 17, 2011",Brian Howe,6.0
No artist found,Score! Twenty Years of Merge Records: The Covers,Not found,Merge,"April 9, 2009",Stephen M. Deusner,6.4
No artist found,The Man With the Iron Fists OST,Not found,Stax / Red / Soul Temple,"November 8, 2012",Ian Cohen,7.4
Speedy Ortiz,Real Hair EP,Rock,Carpark,"February 12, 2014",Paul Thompson,7.6
Dragged Into Sunlight,Widowmaker,Not found,Prosthetic,"December 3, 2012",Grayson Haver Currin,6.2
Richard and Linda Thompson,Hard Luck Stories (1972-1982),Rock,UMC / Universal,"September 17, 2020",Stephen Thomas Erlewine,8.4
Bonnie “Prince” Billy,Superwolf,Folk/Country / Rock,Drag City,"January 31, 2005",Amanda Petrusich,8.4
Applescal,A Mishmash of Changing Moods,Electronic,Traum Schallplatten,"April 30, 2010",Brian Howe,6.8
PAWS,Cokefloat!,Not found,FatCat,"October 10, 2012",Ian Cohen,7.1
The Spinto Band,Nice and Nicely Done,Rock,Bar/None,"August 24, 2005",Marc Hogan,7.3
GoldLink,At What Cost,Rap,Squaaash Club / RCA,"April 11, 2017",Mehan Jayasuriya,7.5
Twin Atlas,Kitchen U.S.A.,Rock,Tappersize,"February 24, 2002",John Dark,7.3
2 Chainz,Dope Don’t Sell Itself,Rap,Def Jam,"February 4, 2022",Jackson Howard,6.4
Micachu and the Shapes,Good Sad Happy Bad,Electronic / Pop/R&B,Rough Trade,"September 24, 2015",Hazel Cills,6.9
No artist found,songs from wonder.land,Not found,Parlophone,"May 7, 2016",Katherine St. Asaph,5.0
Run the Jewels,RTJ4,Rap,Jewel Runners / BMG,"June 5, 2020",Sheldon Pearce,8.3
Pandr Eyez,Eyes on You EP,Pop/R&B,Cascine,"November 1, 2011",Hari Ashurst,7.9
Låpsley,Long Way Home,Pop/R&B,XL,"March 11, 2016",Ivy Nelson,6.6
Twerps,Range Anxiety,Rock,Merge,"January 28, 2015",Ian Cohen,7.5
No artist found,BC35: The 35 Year Anniversary of BC Studio,Not found,Bronson,"April 20, 2018",Dale W Eisinger,7.3
No artist found,Run the Road Volume 2,Not found,679,"November 15, 2005",Ryan Dombal,6.5
AC/DC,Back in Black,Rock,Leidseplein Presse B.V.,"June 16, 2019",Steve Kandell,8.8
Joy Division,Refractured,Rock,Alchemy,"January 22, 2004",Eric Carr,5.8
Oxbow,The Narcotic Story,Metal,Hydra Head,"June 21, 2007",Brian Howe,7.4
The Octopus Project,One Ten Hundred Thousand Million,Electronic / Experimental / Rock,Peek-A-Boo,"February 24, 2005",Adam Moerder,7.3
Primal Scream,More Light,Rock,First International,"May 8, 2013",Stuart Berman,7.7
Upset,She's Gone,Not found,Don Giovanni,"October 29, 2013",Devon Maloney,7.2
DJ Koze,All People Is My Friends,Electronic,Kompakt,"February 26, 2004",Scott Plagenhoef,6.6
Gunna,WUNNA,Rap,Young Stoner Life / 300 Entertainment,"May 28, 2020",Alphonse Pierre,7.2
Asma Maroof,The Sport of Love,Electronic / Experimental / Jazz,Pan,"June 2, 2023",Daniel Bromfield,6.8
No artist found,No album name found,Rock,Not found,"June 30, 2004",Stephen M. Deusner,7.0
Damien Jurado,Ghost of David,Rock,Sub Pop,"September 19, 2000",Rich Juzwiak,8.2
The Soft Moon,Total Decay EP,Rock,Captured Tracks,"October 31, 2011",Larry Fitzmaurice,7.8
Billow Observatory,Billow Observatory,Not found,Felte,"January 7, 2013",Brian Howe,6.0
Philip Jeck,4 Parabolic Mixes,Experimental / Electronic / Rock,Sub Rosa,"September 8, 2003",Mark Richardson,7.3
Redshape,The Dance Paradox,Electronic,Delsin,"January 6, 2010",Philip Sherburne,7.3
Electric Light Orchestra,All Over the World: The Very Best of Electric Light Orchestra,Rock,Epic,"August 7, 2005",Rob  Mitchum,7.7
Mouse on Mars,WOW,Electronic,Monkeytown,"November 6, 2012",Larry Fitzmaurice,7.0
Move D,Fabric 74,Electronic,Fabric,"March 14, 2014",Larry Fitzmaurice,8.0
Ratatat,Ratatat,Electronic,XL,"April 27, 2004",No reviewer found,8.4
The Velvet Underground,The Velvet Underground – 45th Anniversary Super Deluxe Edition,Rock,Interscope / Polydor,"November 24, 2014",Stuart Berman,10
Arnold Dreyblatt,Duo Geloso,Experimental,Black Truffle,"August 25, 2022",Jane Bua,7.8
Pieces of Peace,Pieces of Peace,Pop/R&B,Scarab,"October 9, 2007",Nate Patrin,7.3
Wolf Eyes,Slicer,Experimental,Hanson,"July 6, 2003",Brandon Stosuy,8.3
Lou Reed,Animal Serenade,Rock,Warner Bros.,"July 14, 2004",No reviewer found,6.5
No artist found,Nothing Left to Lose: A Tribute to Kris Kristofferson,Not found,Incidental,"December 1, 2002",William Bowers,7.6
Jme,Grime MC,Rap,Boy Better Know,"December 13, 2019",Matthew Ismael Ruiz,8.0
Autechre,Move of Ten,Electronic,Warp,"July 15, 2010",Mark Richardson,7.6
The Botticellis,Old Home Movies,Rock,Antenna Farm,"July 9, 2008",Scott Plagenhoef,7.0
No artist found,BIS: 001-020,Not found,Beats in Space,"April 20, 2016",Andrew Gaerig,6.8
Black Mold,Snow Blindness Is Crystal Antz,Electronic,Flemish Eye,"August 14, 2009",Joe Tangari,6.1
Jayda G,Significant Changes,Electronic,Ninja Tune,"March 25, 2019",Max Mertens,7.9
Fluke,Progressive History X,Electronic,Astralwerks,"September 23, 2001",No reviewer found,2.0
MS MR,Secondhand Rapture,Electronic,Columbia,"May 22, 2013",Laura Snapes,6.0
Heterotic,Weird Drift,Not found,Planet Mu,"April 23, 2014",Miles Raymer,6.8
Wrath of the Weak,Alogon,Not found,Profound Lore,"March 25, 2008",No reviewer found,7.5
Bike For Three!,More Heart Than Brains,Rap,Anticon,"April 28, 2009",Pitchfork,7.5
Elephant Man,Monsters of Dancehall: The Energy God,Global,Greensleeves,"February 21, 2007",Dave Stelfox,6.8
Au Pairs,Playing With a Different Sex,Rock,Human,"December 17, 2023",Sophie Kemp,9.3
The Fall,Re-Mit,Rock,Cherry Red,"May 16, 2013",Stuart Berman,6.8
Kele Okereke,Fatherland,Rock,BMG,"October 9, 2017",Stacey Anderson,6.5
Bert Jansch,The Black Swan,Folk/Country,Drag City,"October 25, 2006",Grayson Haver Currin,7.9
Nation of Language,A Way Forward,Rock,PIAS,"November 17, 2021",Austin Brown,7.0
Ka Baird,Respires,Experimental,Rvng Intl.,"October 31, 2019",Philip Sherburne,7.8
Wilco,Ode to Joy,Rock,dBpm,"October 8, 2019",Jason P. Woodbury,7.8
NYMPH,NYMPH,Rock,Social Registry,"October 25, 2010",Zach Kelly,6.7
Kamaal Williams,The Return,Jazz,Black Focus,"May 25, 2018",Dean Van Nguyen,8.0
Andy Partridge,"Fuzzy Warbles, Vol. 1 & 2",Pop/R&B,Ape,"January 6, 2003",Dominique Leone,7.4
Antarctica Takes It!,Constellations,Rock,self-released,"July 29, 2010",Marc Hogan,5.8
Kelela,Hallucinogen EP,Pop/R&B,Warp / Cherry Coffee,"October 7, 2015",Anupa Mistry,8.3
Ad Astra Per Aspera,Catapult Calypso,Rock,Sonic Unyon,"November 9, 2006",Cory D. Byrom,6.7
Adam Franklin,Bolts of Melody,Rock,Hi-Speed Soul,"September 28, 2007",David Raposa,5.8
No artist found,No album name found,Not found,Not found,"March 1, 2005",Nick Sylvester,7.0
Future,F.B.G.,Rap,Epic / Free Bandz,"January 25, 2013",Jayson Greene,7.6
Nao,Saturn,Pop/R&B,Little Tokyo,"October 31, 2018",Eric Torres,7.7
Young M.A,Off the Yak,Rap,M.A. Music / 3D,"May 28, 2021",Eric Diep,6.9
Babehoven,Sunk EP,Rock,Double Double Whammy,"March 9, 2022",Holden Seidlitz,7.3
Witchcraft,Nucleus,Metal,Nuclear Blast,"January 13, 2016",Zoe Camp,5.5
MMM,On the Edge,Electronic,self-released,"November 16, 2021",Philip Sherburne,7.4
Mobb Deep,Black Cocaine EP,Rap,Infamous,"January 11, 2012",Ian Cohen,5.4
Zola Jesus,The Spoils,Electronic,Sacred Bones,"September 30, 2009",Jason Crock,7.6
