artist_name,album_name,genre,label,review_date,reviewer,score
No artist found,No album name found,Not found,Not found,"March 3, 2010",Mike Powell,7.5
Sly and the Family Stone,The Collection,Rock,Epic / Legacy,"April 27, 2007",Jess Harvell,9.5
Hank,How to Prosper in the Coming Bad Years,Rock,Blocks,"April 19, 2005",Joe Tangari,8.1
Prins Thomas,Prins Thomas 2,Electronic,Full Pupp,"October 30, 2012",Andrew Gaerig,6.3
Sunset Rubdown,Shut Up I Am Dreaming,Experimental / Rock,Absolutely Kosher,"May 3, 2006",Brandon Stosuy,8.6
Black Milk,FEVER,Rap,Computer Ugly / Mass Appeal,"February 26, 2018",Jay Balfour,7.4
French Kicks,Two Thousand,Electronic / Rock,Vagrant,"July 19, 2006",Adam Moerder,6.0
Pistol Annies,Interstate Gospel,Folk/Country,RCA Records Nashville,"November 5, 2018",Mike Powell,8.0
Albert Hammond Jr.,Momentary Masters,Rock,Vagrant,"July 29, 2015",Stuart Berman,7.3
Pharoahe Monch,Desire,Rap,Interscope / SRC,"June 25, 2007",Brian Howe,7.9
Burning Star Core,"Operator Dead, Post Abandoned",Experimental / Rock,No Quarter,"May 24, 2007",Jess Harvell,7.4
The Necks,Three,Experimental,Northern Spy,"April 3, 2020",Colin Joyce,7.2
Horse Feathers,Words Are Dead,Rock,Lucky Madison,"December 14, 2006",Brandon Stosuy,7.5
Bruiser Brigade,TV62,Rap,Bruiser Brigade,"May 20, 2021",Dylan Green,7.0
Winter Family,Red Sugar,Experimental / Rock,Sub Rosa,"September 8, 2011",Mark Richardson,7.9
Towa Tei,Last Century Modern,Electronic / Jazz,Elektra,"May 23, 2000",Rich Juzwiak,7.4
Fingathing,Fingathing and the Big Red Nebula Band,Rap,Grand Central,"September 13, 2004",Brian Howe,7.8
No artist found,No album name found,Electronic,Not found,"January 14, 2021",Philip Sherburne,7.7
Willie Nelson,Band of Brothers,Rock,Legacy,"June 20, 2014",Stephen M. Deusner,7.4
Emmanuel Jal,Ceasefire,Rap,World Music Network,"October 24, 2005",Joe Tangari,8.2
Four Tet,Everything Ecstatic 2,Electronic,Domino,"February 2, 2006",Ryan Dombal,5.8
No artist found,Old Enough 2 Know Better,Not found,Merge,"August 5, 2004",No reviewer found,8.1
...And You Will Know Us by the Trail of Dead,Tao of the Dead,Rock,Richter Scale / Superball,"February 11, 2011",Paul Thompson,7.2
Heinali,Kyiv Eternal,Electronic,Injazero,"March 9, 2023",Philip Sherburne,7.8
Mr. Mitch,Lazy,Electronic,Gobstopper,"March 15, 2021",Will Pritchard,7.0
Susumu Yokota,Symbol,Electronic / Global,Lo,"September 15, 2005",Mark Richardson,7.7
Bohren & Der Club of Gore,Dolores,Jazz,Ipecac,"December 1, 2008",Mike Powell,8.0
Badge Époque Ensemble,"Nature, Man & Woman EP",Jazz,Telephone Explosion,"January 10, 2020",Stuart Berman,7.5
Chelsea Wolfe,Pain Is Beauty,Rock,Sargent House,"September 6, 2013",Jenn Pelly,8.0
Camila Cabello,Familia,Pop/R&B,Epic,"April 13, 2022",Olivia Horn,7.3
Marnie Stern,The Chronicles of Marnia,Experimental / Rock,Kill Rock Stars,"March 20, 2013",Mike Powell,8.0
SZA,Z,Pop/R&B,Top Dawg Entertainment,"April 18, 2014",Jordan Sargent,5.9
Pink Anvil,Halloween Party,Experimental,Ipecac,"June 11, 2003",Andrew Bryant,3.1
Megafaun,Heretofore EP,Rock,Hometapes,"September 20, 2010",Stephen M. Deusner,7.7
Controller.Controller,History EP,Electronic / Rock,Paper Bag,"June 17, 2004",Joe Tangari,8.3
Franz Ferdinand,Darts of Pleasure EP,Rock,Domino,"December 4, 2003",No reviewer found,8.3
Red Stars Theory,EP [2001],Rock,Suicide Squeeze,"February 20, 2001",No reviewer found,4.6
Yuppies,Yuppies,Electronic / Rock,Dull Tools,"October 8, 2013",Jayson Greene,7.4
Kit Sebastian,Melodi,Rock,Mr. Bongo,"October 8, 2021",Phillipe Roberts,6.8
The Bevis Frond,Valedictory Songs,Rock,Rubric / Woronzow,"November 7, 2000",Matt LeMay,6.9
No artist found,"The Complete Motown Singles, Vol. 4: 1964",Not found,Hip-O Select,"May 31, 2006",Joe Tangari,9.4
Moon Diagrams,Lifetime of Love,Rock,Geographic North,"July 13, 2017",Calum Marsh,7.0
Pearson Sound,Pearson Sound,Electronic,Hessle Audio,"March 11, 2015",Andrew Gaerig,8.1
Lil Wayne,No Ceilings,Rap,Young Money Entertainment,"November 16, 2009",Tom Breihan,7.7
The Capitol Years,Let Them Drink,Electronic / Rock,Burn & Shiver,"April 3, 2005",Joe Tangari,7.7
Massive Attack,Danny the Dog OST,Electronic,Virgin,"December 14, 2004",Peter Macia,3.0
Sarah Davachi,Long Gradus,Electronic,Late Music,"November 7, 2023",Vanessa Ague,7.4
No artist found,There’s A Dream I’ve Been Saving: Lee Hazlewood Industries 1966–1971,Not found,Light in the Attic,"January 7, 2014",Jason Heller,7.8
Future,Pluto,Rap,Epic / A1 / Free Bandz,"April 27, 2012",Jordan Sargent,7.8
Mary Halvorson,a tangle of stars,Jazz / Experimental / Rock,New Amsterdam,"October 30, 2019",Grayson Haver Currin,7.7
Great Lakes Myth Society,Compass Rose Bouquet,Not found,Quack,"June 27, 2007",Adam Moerder,6.5
Neil Young,Psychedelic Pill,Rock,Warner Bros.,"October 30, 2012",Rob  Mitchum,7.0
Inter Arma,The Cavern EP,Metal,Relapse,"October 24, 2014",Grayson Haver Currin,8.3
Jaga Jazzist,One-Armed Bandit,Jazz,Ninja Tune,"January 26, 2010",Brian Howe,6.9
Yo La Tengo,Sleepless Night EP,Rock,Matador,"October 13, 2020",Zach Schonfeld,7.2
Weaves,Wide Open,Rock,Kanine / Buzz / Memphis Industries,"October 13, 2017",Nina Corcoran,7.2
SD,Muddbruddas,Rap,HIPvision,"August 3, 2020",Nadine Smith,6.9
Jay Bennett,Kicking at the Perfumed Air,Rock,self-released,"July 20, 2010",Paul Thompson,6.8
Jesse Sykes & the Sweet Hereafter,"Oh, My Girl",Folk/Country,Barsuk,"July 7, 2004",Johnny Loftus,7.6
Mary Lattimore,At the Dam,Experimental,Ghostly International,"March 7, 2016",Kevin Lozano,7.8
Super Furry Animals,Phantom Power,Rock,XL,"July 24, 2003",Brent DiCrescenzo,8.9
Jeff Buckley,Songs to No One: 1991-1992,Rock / Jazz,Evolver,"October 24, 2002",Dominique Leone,7.8
EKKSTACY,EKKSTACY,Rock,UnitedMasters,"January 25, 2024",Hattie Lindert,4.6
Young Jazz Rebels,Slave Riot,Jazz,Stones Throw,"April 12, 2010",Paul Thompson,6.7
Hodgy,Entitled,Rap,Poortrait / Repost,"May 24, 2022",Dylan Green,5.3
Romero,Turn It On!,Rock,Cool Death / Feel It,"April 11, 2022",Matthew Ismael Ruiz,7.5
Ladyhawke,Ladyhawke,Electronic / Rock,Modular,"December 4, 2008",No reviewer found,6.6
Koreless,Yugen EP,Electronic,Young Turks,"June 11, 2013",Nick Neyland,7.4
Broken Spindles,Broken Spindles,Electronic / Rock,Tiger Style,"October 17, 2002",William Bowers,6.9
Ben Harper,Burn to Shine,Rock,Virgin,"September 21, 1999",No reviewer found,6.0
Department of Eagles,Archives 2003-2006,Experimental / Rock,American Dust,"July 22, 2010",Larry Fitzmaurice,8.1
Gruff Rhys,Babelsberg,Rock,Rough Trade,"June 23, 2018",Stuart Berman,7.8
Gold Panda,Good Luck and Do Your Best,Electronic,City Slang,"May 25, 2016",Kevin Lozano,7.4
Tory Lanez,LoVE me NOw,Rap / Pop/R&B,Mad Love / Interscope,"November 2, 2018",Alphonse Pierre,5.0
Bjørn Torske,Square One,Electronic,Smalltown Supersound,"July 22, 2017",Andy Beta,7.3
Michael Vallera,Window In,Experimental,Denovali,"April 7, 2020",Grayson Haver Currin,7.8
Asobi Seksu,Citrus,Experimental / Rock,Friendly Fire,"June 26, 2006",Joe Tangari,8.3
Missy Elliott,Miss E: So Addictive,Rap,Elektra,"April 30, 2001",Dan Kilian,8.2
Ellen Arkbro,CHORDS,Experimental,Subtext,"June 18, 2019",Daniel Martin-McCormick,7.8
FearDorian,FearDorian,Rap,self-released,"April 10, 2024",Dylan Green,7.4
Landlady,The World Is a Loud Place,Rock,Hometapes / Landladyland,"January 31, 2017",Stephen M. Deusner,7.6
Bob Dylan,Tempest,Rock,Columbia,"September 13, 2012",Amanda Petrusich,6.8
Mogwai,Special Moves,Rock,Rock Action,"August 23, 2010",Stuart Berman,8.2
Westside Gunn,Supreme Blientele,Rap,Griselda,"July 12, 2018",Mike Madden,7.1
Lali Puna,"I Thought I Was Over That: Rare, Remixed, and B-Sides",Electronic / Rock,Morr,"June 13, 2005",Nitsuh Abebe,7.0
The Cinematic Orchestra,Live at the Royal Albert Hall,Electronic,Ninja Tune,"May 29, 2008",Ian Cohen,5.6
Vladislav Delay,Tummaa,Electronic,Leaf,"August 26, 2009",Jess Harvell,6.2
Arbouretum,Rites of Uncovering,Electronic / Rock,Thrill Jockey,"January 23, 2007",Brian Howe,7.6
Drakeo the Ruler,Free Drakeo,Rap,self-released,"March 14, 2020",Nadine Smith,7.4
Six Parts Seven,Casually Smashed to Pieces,Rock,Suicide Squeeze,"February 14, 2007",Jason Crock,6.8
Ellen Allien,Berlinette,Electronic,Bpitch Control,"November 10, 2003",Nitsuh Abebe,8.9
Capgun Coup,Brought to You By Nebraskafish,Not found,Team Love,"November 5, 2007",Joshua Love,6.8
The Sonics,This Is the Sonics,Rock,Revox,"April 3, 2015",Jason Heller,7.5
Flume,Skin Companion EP II,Electronic,Mom+Pop / Future Classic,"February 28, 2017",Elias Leight,5.8
Joyce Manor,Joyce Manor,Rock,6131,"April 4, 2021",Ian Cohen,8.5
Lapalux,When You're Gone EP,Electronic,Brainfeeder,"February 29, 2012",Jonah Bromwich,7.4
Kraftwerk,The Catalogue,Electronic / Rock,Astralwerks / Mute,"December 1, 2009",Tom Ewing,9.5
Head of Femur,Great Plains,Rock,Greyday,"May 5, 2008",Joe Tangari,7.3
Mick Harvey,Sketches From the Book of the Dead,Rock,Mute,"May 10, 2011",Joe Tangari,6.3
Neil Young,The Archives Vol. 1: 1963-1972,Rock,Reprise,"June 17, 2009",Stuart Berman,7.0
Fannypack,So Stylistic,Electronic,Tommy Boy / Famous Celebrity,"August 6, 2003",Nitsuh Abebe,7.7
Beach Fossils,Somersault,Experimental / Rock,Bayonet,"June 7, 2017",Philip Cosores,7.3
The Roots,The Tipping Point,Rap,Geffen,"July 14, 2004",Nick Sylvester,5.4
Pet Shop Boys,Smash – The Singles 1985 – 2020,Electronic,Parlophone,"June 17, 2023",Owen Myers,8.4
John Luther Adams,Houses of the Wind,Experimental,Cold Blue,"June 21, 2022",Vanessa Ague,7.8
Four Tet,There Is Love in You,Electronic,Domino,"January 25, 2010",Mark Richardson,8.6
Tory Lanez,I Told You,Rap / Pop/R&B,Interscope,"August 24, 2016",Sheldon Pearce,6.3
Yancey Boys,Sunset Blvd.,Not found,Delicious Vinyl,"October 31, 2013",Jonah Bromwich,7.3
Flying Lotus,Flamagra (Instrumentals),Electronic,Warp,"June 4, 2020",Madison Bloom,7.6
Radio Slave,Fabric 48,Electronic,Fabric,"January 14, 2010",Tim Finney,7.1
Rhiannon Giddens,Freedom Highway,Folk/Country,Nonesuch,"February 23, 2017",Jonathan Bernstein,7.6
Farao,Till It’s All Forgotten,Rock,Arts & Crafts,"September 9, 2015",JJ Skolnik,7.1
Yea Big + Kid Static,The Future's Looking Grim,Rap,Jib Door,"August 7, 2009",Jason Crock,7.2
Cozz,Nothin Personal,Rap,Dreamville,"January 13, 2016",Paul A. Thompson,6.9
Unknown Mortal Orchestra,Multi-Love,Rock,Jagjaguwar,"May 26, 2015",Jeremy D. Larson,7.1
Smino,Luv 4 Rent,Rap,Zero Fatigue / Motown,"November 2, 2022",Heven Haile,7.7
Low,Hey What,Rock,Sub Pop,"September 10, 2021",Andy Cush,8.4
RZA,Birth of a Prince,Rap,Sanctuary,"November 4, 2003",John O'Connor,3.1
Barn Owl,V,Experimental / Metal / Rock,Thrill Jockey,"April 22, 2013",Grayson Haver Currin,6.8
D. Charles Speer and the Helix,After Hours,Experimental,Black Dirt,"June 12, 2008",Amy Granzin,7.6
Skeleton Key,Obtainium,Rock,Ipecac,"July 8, 2002",Joe Tangari,7.3
Air,Twentyears,Electronic,Parlophone / Aircheology,"June 13, 2016",Philip Sherburne,5.6
Kedr Livanskiy,Your Need,Electronic,2MR,"May 6, 2019",Andy Beta,7.2
Brandy Clark,Your Life Is a Record,Folk/Country,Warner,"March 6, 2020",Sam Sodomsky,7.5
A Tribe Called Quest,We got it from Here... Thank You 4 Your service,Rap,Epic,"November 17, 2016",kris ex,9.0
Telekinesis,12 Desperate Straight Lines,Rock,Merge,"February 16, 2011",Larry Fitzmaurice,6.6
Terror Danjah,The Dark Crawler,Electronic,Hyperdub,"October 2, 2012",Andrew Gaerig,5.7
Herschell Gordon Lewis,The Eye Popping Sounds of...,Rock,Birdman,"April 25, 2002",Dominique Leone,7.2
Drugdealer,The End of Comedy,Electronic,Weird World,"September 9, 2016",Colin Joyce,7.4
A Band of Bees,Free The Bees,Rock,EMI,"August 22, 2004",Marc Hogan,4.9
Yo La Tengo,Yo La Tengo Is Murdering the Classics,Rock,Egon,"April 26, 2006",Joe Tangari,4.1
Mozzy,Yellow Tape Activities,Rap,Black Market Activities,"November 2, 2015",David Drake,7.5
Cam & China,Cam & China,Rap,self-released,"August 6, 2016",Paul A. Thompson,8.0
Owls,Two,Rock,Polyvinyl,"March 25, 2014",Ian Cohen,7.3
Neil Finn,Dizzy Heights,Rock,Kobalt / Lester,"February 17, 2014",Stephen M. Deusner,6.9
Norman,Polarity,Electronic,Stuck Under the Needle,"April 9, 2003",Julianne Escobedo Shepherd,8.3
Darkthrone,A Blaze in the Northern Sky,Metal,Peaceville,"September 22, 2019",Sam Sodomsky,9.2
Lost Girls,Menneskekollektivet,Experimental,Smalltown Supersound,"March 30, 2021",Sophie Kemp,8.4
Wiley,100% Publishing,Rap,Big Dada,"July 1, 2011",Nate Patrin,7.5
Wrecked Lightship,Antiposition,Electronic,Peak Oil,"March 1, 2024",Philip Sherburne,7.7
Donnie Trumpet & the Social Experiment,Surf,Pop/R&B / Rap,self-released,"June 5, 2015",David Drake,8.3
Lightning Bolt,Wonderful Rainbow,Rock,Load,"March 3, 2003",Julianne Escobedo Shepherd,8.4
Migala,Restos de un Incendio,Rock,Acuarela,"September 10, 2002",Joe Tangari,8.4
Pacific UV,Longplay 2,Not found,Warm,"March 10, 2008",Ian Cohen,7.9
Caroline Polachek,"Desire, I Want to Turn Into You",Pop/R&B,Perpetual Novice,"February 14, 2023",Cat Zhang,8.7
No artist found,Welcome Home/Diggin' the Universe,Not found,Woodsist,"July 23, 2010",Paul Thompson,7.0
Heriot,Profound Morality,Rock,Church Road,"May 11, 2022",Ian Cohen,7.6
Baauer,Aa,Electronic,LuckyMe,"March 23, 2016",Jonah Bromwich,7.3
Sonic Youth,Sonic Nurse,Rock,Geffen,"June 6, 2004",No reviewer found,8.5
Pig Destroyer,Phantom Limb,Metal,Relapse,"June 27, 2007",Jess Harvell,8.6
Jill Scott,"Who Is Jill Scott?: Words and Sounds, Vol. 1",Pop/R&B,Hidden Beach,"April 14, 2019",Anupa Mistry,7.7
Alex Bleeker and the Freaks,How Far Away,Not found,Woodsist,"June 5, 2013",Paul Thompson,6.7
No artist found,Give Peas a Chance,Not found,Crippled Dick Hot Wax,"February 25, 2003",Dominique Leone,7.7
The Boggs,We Are The Boggs We Are,Electronic / Rock,Arena Rock,"May 9, 2002",Rob  Mitchum,5.7
Martin Glass,The Pacific Visions of Martin Glass,Experimental,Kit / Dramatic,"September 2, 2017",Andy Beta,6.4
"Tyler, the Creator",Call Me If You Get Lost: The Estate Sale,Rap,Columbia,"April 5, 2023",Heven Haile,8.0
Chris Brokaw,Wandering as Water,Rock,Return to Sender,"December 8, 2003",Brandon Stosuy,8.3
Helvetia,The Acrobats,Rock,Static Cult,"June 3, 2008",Adam Moerder,6.7
Eels,With Strings: Live at Town Hall,Rock,Vagrant,"February 26, 2006",Rob  Mitchum,6.7
Elvis Costello,The River in Reverse,Rock,Verve Forecast,"July 7, 2006",Jason Crock,6.1
Bibio,Mind Bokeh,Electronic,Warp,"April 1, 2011",Mark Richardson,6.9
Dummy,Mandatory Enjoyment,Rock,Trouble in Mind,"November 2, 2021",Jesse Locke,7.6
Ghost Stories,Quixoticism,Rock,Sonic Boom,"March 27, 2007",No reviewer found,6.1
Rx Papi,100 Miles and Walk’in,Rap,TheRealRx,"March 1, 2021",Mano Sundaresan,7.0
Jim Guthrie,A Thousand Songs,Rock,Three Gut,"July 9, 2003",Amanda Petrusich,7.5
Pumice,Pebbles,Experimental / Rock,Soft Abuse,"August 2, 2007",Marc Masters,7.0
No artist found,No album name found,Electronic,Not found,"May 28, 2016",Aaron Leitko,7.0
Ryley Walker,Primrose Green,Folk/Country,Dead Oceans,"March 30, 2015",Grayson Haver Currin,6.2
No artist found,Dynamite! Dancehall Style,Not found,Soul Jazz,"January 9, 2007",Jess Harvell,7.4
Christopher Owens,Lysandre,Rock,Fat Possum / Turnstile,"January 15, 2013",Stuart Berman,6.5
Doley Bernays,Just In Case,Not found,self-released,"November 4, 2013",Jayson Greene,7.0
Lupe Fiasco,Drogas Wave,Rap,1st and 15th,"September 29, 2018",Brian Josephs,6.2
Emma Ruth Rundle,Marked for Death,Rock,Sargent House,"October 13, 2016",Sam Sodomsky,7.4
No artist found,No album name found,Jazz,Not found,"January 2, 2018",Jay Balfour,7.4
No artist found,No album name found,Rock,Not found,"April 21, 2008",Mark Richardson,9.4
The Earlies,The Enemy Chorus,Rock,Secretly Canadian,"January 16, 2007",Marc Hogan,6.7
No artist found,No album name found,Rock,Not found,"October 26, 2010",Jess Harvell,6.5
Balmorhea,"All Is Wild, All Is Silent",Rock,Western Vinyl,"June 5, 2009",Grayson Haver Currin,7.6
Makthaverskan,II,Rock,Run for Cover,"May 7, 2014",Ian Cohen,7.5
Nine Inch Nails,With Teeth,Rock,Interscope,"May 10, 2005",David Raposa,6.5
LSDXOXO,Dedicated 2 Disrespect EP,Electronic,XL,"May 18, 2021",Jesse Dorris,7.5
Vijay Iyer,Solo,Jazz,ACT Music + Vision,"October 6, 2010",Joe Tangari,7.7
The Ponys,Laced with Romance,Rock,In the Red,"June 3, 2004",No reviewer found,8.0
Ryan Adams,"Love Is Hell, Pts. 1 & 2",Rock,Lost Highway,"January 7, 2004",Hartley Goldstein,3.1
Robyn Hitchcock,Robyn Sings,Rock,Editions PAF,"May 15, 2002",William Bowers,6.5
Plaid,The Digging Remedy,Electronic,Warp,"June 13, 2016",Benjamin Scheim,6.5
Steffi,Power of Anonymity,Electronic,Ostgut Ton,"December 5, 2014",Philip Sherburne,7.8
No artist found,Mono No Aware,Not found,Pan,"April 4, 2017",Mark Richardson,8.6
Glen Campbell,Adiós,Folk/Country,UMe,"June 17, 2017",Stephen Thomas Erlewine,5.7
The Selmanaires,The Air Salesmen,Rock,International Hits,"April 14, 2008",Adam Moerder,6.8
Neko Case,"Live from Austin, TX: Austin City Limits",Folk/Country,New West,"January 8, 2007",Rob  Mitchum,5.5
The Replacements,Pleased to Meet Me (Deluxe Edition),Rock,Rhino,"October 15, 2020",Elizabeth Nelson,9.3
Holly Herndon,Platform,Experimental,4AD / Rvng Intl.,"May 21, 2015",Winston Cook-Wilson,8.7
R. Kelly,Double Up,Pop/R&B,Jive,"June 5, 2007",Ryan Dombal,6.7
Phon,The Orm,Rock,Iseler Communication,"October 12, 2006",Grayson Haver Currin,7.8
The Babies,Our House on the Hill,Rock,Woodsist,"November 15, 2012",Jenn Pelly,7.8
Vic Mensa,There’s Alot Going On,Rap,Roc Nation,"June 9, 2016",Matthew Strauss,7.5
Girls Against Boys,You Can't Fight What You Can't See,Experimental / Metal / Rock,Jade Tree,"August 7, 2002",No reviewer found,5.5
G.L.O.S.S.,Trans Day of Revenge,Rock,Nervous Nelly / Total Negativity,"June 24, 2016",Ivy Nelson,8.5
Songs: Ohia,Howler EP,Rock,Absalom,"July 10, 2001",No reviewer found,5.0
No artist found,Amplify 2002,Not found,Erstwhile,"February 1, 2004",Dominique Leone,8.7
Fabiano do Nascimento,The Room,Jazz,Real World,"February 7, 2024",Sadie Sartini Garner,7.7
Future,BEASTMODE 2,Rap,Epic,"July 11, 2018",Meaghan Garvey,8.0
XXX,Language,Rap,BANA,"December 27, 2018",Michelle Hyun Kim,7.3
Tenci,My Heart Is an Open Field,Folk/Country / Rock,Keeled Scales,"June 9, 2020",Andy Cush,7.3
Kim Petras,Clarity,Pop/R&B,BunHead,"July 3, 2019",Jamieson Cox,7.2
Bad History Month,Old Blues,Rock,Exploding in Sound,"May 7, 2020",Nina Corcoran,7.3
Mood II Swing,Strictly Mood II Swing,Electronic,Strictly Rhythm,"January 11, 2016",Philip Sherburne,6.9
Cave,Pure Moods EP,Rock,Drag City,"May 19, 2010",Jason Crock,6.6
They Might Be Giants,Here Come the 123s,Rock,Idlewild / Walt Disney,"February 7, 2008",Douglas Wolk,5.2
Ricardo Villalobos,Achso,Electronic,Cadenza,"February 1, 2006",Jess Harvell,8.9
Slim Twig,A Hound at the Hem,Rock,DFA,"November 19, 2014",Vish Khanna,7.7
Wicca Phase Springs Eternal,Full Moon Mystery Garden,Rap,self-released,"December 20, 2022",Colin Joyce,7.3
Ensemble,Excerpts,Electronic / Pop/R&B,FatCat,"May 19, 2011",David Bevan,6.3
Leonard Cohen,Dear Heather,Rock,Columbia,"November 3, 2004",Brian Howe,8.0
Cordae,From a Bird’s Eye View,Rap,ART@WAR / Atlantic,"January 21, 2022",Jayson Buford,5.0
Dr. Mix and the Remix,Wall of Noise,Not found,Rough Trade,"July 20, 2004",Mark Richardson,7.1
Troye Sivan,Something to Give Each Other,Pop/R&B,Capitol,"October 16, 2023",Harry Tafoya,8.0
Toro y Moi,Causers of This,Electronic,Carpark,"February 17, 2010",Joe Colly,7.6
Gui Boratto,Take My Breath Away,Electronic,Kompakt,"March 19, 2009",No reviewer found,6.1
S. Carey,Supermoon EP,Rock,Jagjaguwar,"February 16, 2015",Evan Rytlewski,4.8
Maxmillion Dunbar,House of Woo,Not found,Rvng Intl.,"February 21, 2013",Mike Powell,7.8
Third Eye Blind,Thanks for Everything,Rock,Mega Collider,"August 29, 2018",Grayson Haver Currin,4.0
Brigitte Fontaine,Kekeland,Pop/R&B,Virgin,"November 1, 2001",Andi Rowlands,8.0
Starflyer 59,Everybody Makes Mistakes,Rock,Tooth and Nail,"November 16, 1999",Beatty & Garrett,7.8
Mr. Muthafuckin’ eXquire,Lost in Translation,Rap,Мишка,"September 29, 2011",Ian Cohen,7.9
Nisennenmondai,Destination Tokyo,Experimental / Rock,Smalltown Supersound,"August 11, 2009",Jessica Suarez,7.3
Doris Henson,Give Me All Your Money,Rock,DeSoto,"July 6, 2005",Jason Crock,6.7
Odonis Odonis,No Pop,Rock,Felte / Telephone Explosion,"November 1, 2017",Stuart Berman,8.1
Madlib,Time Out Presents: The Other Side Los Angeles,Rap,Deaf Dumb and Blind,"May 16, 2007",No reviewer found,6.0
Youth Lagoon,The Year of Hibernation,Rock,Fat Possum / Lefse,"September 29, 2011",Mark Richardson,8.4
Purity Ring,graves,Electronic,Music Fellowship,"June 7, 2022",Patric Fallon,5.8
Tambino,Sin Miedo EP,Pop/R&B / Rock,self-released,"January 26, 2022",Max Freedman,7.2
jaydes,ghetto cupid,Rap,self-released,"August 23, 2023",Alphonse Pierre,7.5
Leonard Cohen,Popular Problems,Rock,Columbia,"September 24, 2014",Mike Powell,7.6
Polvo,In Prism,Rock,Merge,"September 1, 2009",Stuart Berman,8.1
The Sadies,Favourite Colours,Rock,Yep Roc,"October 7, 2004",Joe Tangari,7.2
Kings of Leon,Youth and Young Manhood,Rock,RCA,"August 20, 2003",Scott Plagenhoef,4.2
Bastien Keb,The Killing of Eugene Peeps,Experimental,Gearbox,"October 14, 2020",Zach Schonfeld,7.7
Dusted,Total Dust,Not found,Polyvinyl,"July 10, 2012",Stuart Berman,7.3
The Life Force Trio,Living Room,Jazz,Plug Research,"September 7, 2006",Mark Richardson,7.8
Homeboy Sandman,Rich,Rap,Dirty Looks,"August 5, 2023",Mehan Jayasuriya,6.7
Nellie McKay,Get Away from Me,Rock,Sony,"April 5, 2004",Chris Dahlen,6.3
Robedoor,Burners,Experimental / Rock,Important,"May 25, 2010",Marc Masters,6.9
The Beatles,Let It Be (Super Deluxe),Rock,Capitol,"October 16, 2021",Elizabeth Nelson,9.1
The Last Town Chorus,Wire Waltz,Pop/R&B,Hacktone,"April 5, 2007",Joshua Klein,6.2
Stare Case,Lose Today,Electronic,De Stijl,"October 5, 2011",Marc Masters,7.4
Young Smoke,Space Zone,Not found,Planet Mu,"October 4, 2012",Larry Fitzmaurice,7.0
Makaya McCraven,Highly Rare,Jazz,International Anthem,"December 13, 2017",Steven Arroyo,7.6
Träden,Träden,Rock,Subliminal Sounds,"August 23, 2018",Allison Hussey,6.8
Death Cab for Cutie,The Stability EP,Rock,Barsuk,"February 27, 2002",Joe Tangari,6.9
Glifted,Under and In,Not found,Martians Go Home,"January 26, 2003",Isaiah Violante,8.6
System of a Down,Toxicity,Metal,American Recordings,"November 11, 2018",Sasha Geffen,8.2
The Smashing Pumpkins,Siamese Dream,Rock,Virgin,"September 3, 2023",Jayson Greene,9.1
Cults,Static,Rock,Columbia,"October 14, 2013",Marc Hogan,6.8
Boyracer,Happenstance,Rock,Happy Happy Birthday to Me,"December 7, 2004",Nitsuh Abebe,7.0
Vast Aire,Deuces Wild,Rap,One,"August 6, 2008",Ben Westhoff,8.0
No artist found,Dance Mania: Ghetto Madness,Not found,Strut,"February 5, 2015",Meaghan Garvey,7.4
Taylor Swift,Speak Now,Pop/R&B,Big Machine,"August 19, 2019",Sam Sodomsky,8.2
Excepter,Throne,Experimental / Rock,Load,"May 10, 2005",Nick Sylvester,8.2
Royal Blood,Royal Blood,Rock,Warner Bros.,"September 16, 2014",Stuart Berman,5.6
Jack White,Fear of the Dawn,Rock,Third Man,"April 7, 2022",Evan Rytlewski,6.5
Carl Craig,"Designer Music: The Remixes, Vol. 1",Electronic,Planet E,"September 19, 2000",Paul Cooper,5.8
Johnny Marr,Playland,Rock,Warner Music Group,"October 7, 2014",Jason Heller,4.6
Ida,The Braille Night,Rock,Tiger Style,"September 25, 2001",No reviewer found,5.0
Peeping Tom,Peeping Tom,Metal / Rock,Ipecac,"September 13, 2006",David Raposa,6.2
Keith Fullerton Whitman,Occlusions,Electronic / Rock,Editions Mego,"June 18, 2012",Nick Neyland,6.7
Sunflower Bean,Headful of Sugar,Rock,Mom+Pop,"May 12, 2022",Ian Cohen,6.0
Grouper,The Man Who Died in His Boat,Experimental,Kranky,"February 1, 2013",Mark Richardson,8.3
Willis Earl Beal,Noctunes,Experimental,Tender Loving Empire,"September 16, 2015",Marcus J. Moore,5.7
Cerebral Ballzy,Cerebral Ballzy,Metal / Rock,Williams Street,"September 29, 2011",David Raposa,4.8
Sturgill Simpson,SOUND & FURY,Folk/Country,Elektra,"October 1, 2019",Chris O'Connell,7.2
Ida,Heart Like a River,Rock,Polyvinyl,"February 27, 2005",Stephen M. Deusner,6.4
The Innocence Mission,Befriended,Folk/Country / Pop/R&B,Badman,"July 27, 2003",Amanda Petrusich,7.6
Steve Aoki,4OKI,Electronic,Dim Mak,"August 2, 2016",Stacey Anderson,2.5
Lal & Mike Waterson,Bright Phoebus,Folk/Country,Domino,"August 11, 2017",Grayson Haver Currin,8.5
Green-House,Music for Living Spaces,Electronic / Experimental,Leaving,"May 10, 2021",Sasha Geffen,7.7
Pole,CD 2,Electronic,Matador,"February 1, 1999",Mark Richardson,7.2
